"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///CWE-434/pearce_2.py:1:26:1:32""]].","/CWE-434/pearce_2.py","16","20","16","27"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///CWE-434/pearce_2.py:1:26:1:32""]].","/CWE-434/pearce_2.py","17","19","17","26"
