"Partial server-side request forgery","Making a network request to a URL that is partially user-controlled allows for request forgery attacks.","error","Part of the URL of this request depends on a [[""user-provided value""|""relative:///CWE-918/codeql_2.py:2:26:2:32""]].","/CWE-918/codeql_2.py","13","16","13","32"
"Full server-side request forgery","Making a network request to a URL that is fully user-controlled allows for request forgery attacks.","error","The full URL of this request depends on a [[""user-provided value""|""relative:///CWE-918/codeql_1.py:2:26:2:32""]].","/CWE-918/codeql_1.py","13","16","13","32"
